Species,Plot,Year,Date,Subplot,n.seed.inf,n.ind,Treat.Code,p.viable
Lasthenia californica,19,2016,5/22/16,No Grass,74,7,W,0.545238095
Lasthenia californica,19,2016,5/22/16,No Grass,41,6,W,0.545238095
Lasthenia californica,19,2016,5/9/16,No Grass,12,2,W,0.545238095
Lasthenia californica,19,2016,5/22/16,No Grass,42,5,W,0.545238095
Lasthenia californica,19,2016,5/22/16,No Grass,96,10,W,0.545238095
Lasthenia californica,19,2016,5/22/16,No Grass,5,4,W,0.545238095
Lasthenia californica,19,2016,5/9/16,No Grass,71,3,W,0.545238095
Plantago erecta,19,2016,5/22/16,No Grass,2,2,W,0.849557522
Plantago erecta,19,2016,5/22/16,No Grass,2,1,W,0.849557522
Plantago erecta,19,2016,5/22/16,No Grass,2,4,W,0.849557522
Plantago erecta,19,2016,5/22/16,No Grass,2,5,W,0.849557522
Plantago erecta,19,2016,5/22/16,No Grass,2,3,W,0.849557522
Agoseris heterophylla,23,2016,5/22/16,Grass,47,4,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,Grass,39,3,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,Grass,14,5,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,Grass,18,2,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,Grass,69,1,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,Grass,20,7,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,Grass,10,6,W,0.954436451
Clarkia purpurea,23,2016,6/23/16,Grass,34,3,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,Grass,18,4,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,Grass,13,1,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,Grass,9,2,W,0.966666667
Hemizonia congesta,23,2016,9/2/16,Grass,5,5,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,Grass,5,4,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,Grass,5,3,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,Grass,5,2,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,Grass,5,1,W,0.71728972
Plantago erecta,23,2016,5/22/16,Grass,2,7,W,0.849557522
Plantago erecta,23,2016,5/22/16,Grass,2,6,W,0.849557522
Plantago erecta,23,2016,5/9/16,Grass,2,2,W,0.849557522
Plantago erecta,23,2016,5/22/16,Grass,2,3,W,0.849557522
Plantago erecta,23,2016,5/22/16,Grass,2,4,W,0.849557522
Plantago erecta,23,2016,5/9/16,Grass,2,1,W,0.849557522
Plantago erecta,23,2016,5/22/16,Grass,2,5,W,0.849557522
Agoseris heterophylla,23,2016,5/22/16,No Grass,4,11,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,No Grass,52,1,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,No Grass,27,7,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,No Grass,27,8,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,No Grass,47,9,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,No Grass,39,10,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,No Grass,87,5,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,No Grass,47,2,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,No Grass,64,4,W,0.954436451
Agoseris heterophylla,23,2016,5/9/16,No Grass,47,3,W,0.954436451
Agoseris heterophylla,23,2016,5/22/16,No Grass,29,6,W,0.954436451
Clarkia purpurea,23,2016,6/23/16,No Grass,16,12,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,2,6,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,48,5,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,41,7,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,25,4,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,6,8,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,32,9,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,47,10,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,39,11,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,29,3,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,9,2,W,0.966666667
Clarkia purpurea,23,2016,6/23/16,No Grass,36,1,W,0.966666667
Hemizonia congesta,23,2016,9/2/16,No Grass,4,5,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,No Grass,4,2,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,No Grass,4,4,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,No Grass,4,3,W,0.71728972
Hemizonia congesta,23,2016,9/2/16,No Grass,4,1,W,0.71728972
Lasthenia californica,23,2016,5/22/16,No Grass,40,3,W,0.545238095
Lasthenia californica,23,2016,5/22/16,No Grass,49,4,W,0.545238095
Lasthenia californica,23,2016,5/9/16,No Grass,58,1,W,0.545238095
Lasthenia californica,23,2016,5/9/16,No Grass,49,2,W,0.545238095
Agoseris heterophylla,29,2016,5/9/16,Grass,0,3,W,0.954436451
Agoseris heterophylla,29,2016,5/9/16,Grass,0,2,W,0.954436451
Agoseris heterophylla,29,2016,5/9/16,Grass,0,1,W,0.954436451
Clarkia purpurea,29,2016,6/9/16,Grass,8,3,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,20,2,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,5,1,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,9,4,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,18,10,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,9,9,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,8,8,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,18,5,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,5,6,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,Grass,7,11,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,Grass,20,7,W,0.966666667
Hemizonia congesta,29,2016,9/2/16,Grass,4,4,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,Grass,4,5,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,Grass,3,3,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,Grass,3,2,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,Grass,3,1,W,0.71728972
Plantago erecta,29,2016,5/22/16,Grass,2,7,W,0.849557522
Plantago erecta,29,2016,5/22/16,Grass,2,8,W,0.849557522
Plantago erecta,29,2016,5/22/16,Grass,2,9,W,0.849557522
Plantago erecta,29,2016,5/22/16,Grass,2,6,W,0.849557522
Plantago erecta,29,2016,5/22/16,Grass,2,10,W,0.849557522
Plantago erecta,29,2016,5/9/16,Grass,2,5,W,0.849557522
Plantago erecta,29,2016,5/9/16,Grass,2,4,W,0.849557522
Plantago erecta,29,2016,5/9/16,Grass,2,1,W,0.849557522
Plantago erecta,29,2016,5/9/16,Grass,2,2,W,0.849557522
Plantago erecta,29,2016,5/9/16,Grass,2,3,W,0.849557522
Agoseris heterophylla,29,2016,5/22/16,No Grass,57,5,W,0.954436451
Agoseris heterophylla,29,2016,5/22/16,No Grass,72,4,W,0.954436451
Agoseris heterophylla,29,2016,5/9/16,No Grass,40,1,W,0.954436451
Agoseris heterophylla,29,2016,5/9/16,No Grass,30,2,W,0.954436451
Agoseris heterophylla,29,2016,5/9/16,No Grass,28,3,W,0.954436451
Clarkia purpurea,29,2016,6/23/16,No Grass,40,17,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,50,16,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,29,15,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,28,2,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,51,14,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,13,1,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,4,18,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,35,13,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,13,6,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,41,11,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,33,3,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,15,5,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,28,7,W,0.966666667
Clarkia purpurea,29,2016,6/23/16,No Grass,33,12,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,9,4,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,33,8,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,15,10,W,0.966666667
Clarkia purpurea,29,2016,6/9/16,No Grass,9,9,W,0.966666667
Hemizonia congesta,29,2016,9/2/16,No Grass,4,5,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,No Grass,4,4,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,No Grass,4,3,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,No Grass,4,2,W,0.71728972
Hemizonia congesta,29,2016,9/2/16,No Grass,2,1,W,0.71728972
Lasthenia californica,29,2016,5/22/16,No Grass,36,2,W,0.545238095
Lasthenia californica,29,2016,5/22/16,No Grass,62,3,W,0.545238095
Lasthenia californica,29,2016,5/22/16,No Grass,41,1,W,0.545238095
Plantago erecta,29,2016,5/9/16,No Grass,2,4,W,0.849557522
Plantago erecta,29,2016,5/22/16,No Grass,2,5,W,0.849557522
Plantago erecta,29,2016,5/9/16,No Grass,2,3,W,0.849557522
Plantago erecta,29,2016,5/22/16,No Grass,2,6,W,0.849557522
Plantago erecta,29,2016,5/22/16,No Grass,2,7,W,0.849557522
Plantago erecta,29,2016,5/9/16,No Grass,2,2,W,0.849557522
Plantago erecta,29,2016,5/9/16,No Grass,2,1,W,0.849557522
Plantago erecta,29,2016,5/22/16,No Grass,2,8,W,0.849557522
Plantago erecta,29,2016,5/22/16,No Grass,2,9,W,0.849557522
Agoseris heterophylla,30,2016,5/22/16,Grass,40,8,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,6,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,7,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,5,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,4,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,1,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,3,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,Grass,0,2,C,0.954436451
Clarkia purpurea,30,2016,6/23/16,Grass,17,13,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,Grass,14,14,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,Grass,40,12,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,4,8,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,10,9,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,14,10,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,Grass,21,11,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,10,2,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,5,1,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,10,4,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,10,7,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,14,5,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,5,6,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,Grass,4,3,C,0.966666667
Hemizonia congesta,30,2016,9/2/16,Grass,4,5,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,Grass,4,4,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,Grass,3,1,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,Grass,4,2,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,Grass,4,3,C,0.71728972
Plantago erecta,30,2016,5/9/16,Grass,2,5,C,0.849557522
Plantago erecta,30,2016,5/22/16,Grass,2,7,C,0.849557522
Plantago erecta,30,2016,5/22/16,Grass,2,6,C,0.849557522
Plantago erecta,30,2016,5/9/16,Grass,2,3,C,0.849557522
Plantago erecta,30,2016,5/9/16,Grass,2,4,C,0.849557522
Plantago erecta,30,2016,5/22/16,Grass,2,8,C,0.849557522
Plantago erecta,30,2016,5/22/16,Grass,2,10,C,0.849557522
Plantago erecta,30,2016,5/9/16,Grass,2,1,C,0.849557522
Plantago erecta,30,2016,5/22/16,Grass,2,9,C,0.849557522
Plantago erecta,30,2016,5/9/16,Grass,2,2,C,0.849557522
Agoseris heterophylla,30,2016,5/9/16,No Grass,27,9,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,0,10,C,0.954436451
Agoseris heterophylla,30,2016,5/22/16,No Grass,50,11,C,0.954436451
Agoseris heterophylla,30,2016,5/22/16,No Grass,48,12,C,0.954436451
Agoseris heterophylla,30,2016,5/22/16,No Grass,26,13,C,0.954436451
Agoseris heterophylla,30,2016,5/22/16,No Grass,36,14,C,0.954436451
Agoseris heterophylla,30,2016,5/22/16,No Grass,35,15,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,21,8,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,0,3,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,19,7,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,42,1,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,32,6,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,35,2,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,24,5,C,0.954436451
Agoseris heterophylla,30,2016,5/9/16,No Grass,0,4,C,0.954436451
Clarkia purpurea,30,2016,6/23/16,No Grass,14,11,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,22,10,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,41,9,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,10,7,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,11,8,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,28,6,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,32,5,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,25,12,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,11,4,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,10,3,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,38,17,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,28,2,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,37,13,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,29,16,C,0.966666667
Clarkia purpurea,30,2016,6/9/16,No Grass,32,1,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,25,14,C,0.966666667
Clarkia purpurea,30,2016,6/23/16,No Grass,40,15,C,0.966666667
Hemizonia congesta,30,2016,9/2/16,No Grass,4,1,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,No Grass,4,2,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,No Grass,4,3,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,No Grass,4,4,C,0.71728972
Hemizonia congesta,30,2016,9/2/16,No Grass,5,5,C,0.71728972
Lasthenia californica,30,2016,5/22/16,No Grass,42,1,C,0.545238095
Plantago erecta,30,2016,5/22/16,No Grass,2,7,C,0.849557522
Plantago erecta,30,2016,5/22/16,No Grass,2,5,C,0.849557522
Plantago erecta,30,2016,5/22/16,No Grass,2,6,C,0.849557522
Plantago erecta,30,2016,5/22/16,No Grass,2,8,C,0.849557522
Plantago erecta,30,2016,5/9/16,No Grass,2,4,C,0.849557522
Plantago erecta,30,2016,5/9/16,No Grass,2,1,C,0.849557522
Plantago erecta,30,2016,5/9/16,No Grass,2,2,C,0.849557522
Plantago erecta,30,2016,5/9/16,No Grass,2,3,C,0.849557522
Plantago erecta,30,2016,5/22/16,No Grass,2,9,C,0.849557522
Agoseris heterophylla,37,2016,5/22/16,Grass,27,4,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,Grass,6,5,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,Grass,25,6,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,Grass,16,7,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,Grass,12,8,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,Grass,18,3,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,Grass,0,2,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,Grass,16,1,W,0.954436451
Clarkia purpurea,37,2016,6/9/16,Grass,9,1,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,Grass,8,10,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,Grass,18,9,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,Grass,3,5,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,Grass,6,3,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,Grass,10,11,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,Grass,29,8,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,Grass,7,2,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,Grass,1,6,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,Grass,38,7,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,Grass,4,4,W,0.966666667
Hemizonia congesta,37,2016,9/2/16,Grass,4,2,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,Grass,4,3,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,Grass,3,1,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,Grass,4,4,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,Grass,4,5,W,0.71728972
Agoseris heterophylla,37,2016,5/22/16,No Grass,20,6,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,No Grass,33,7,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,No Grass,56,1,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,No Grass,61,2,W,0.954436451
Agoseris heterophylla,37,2016,5/9/16,No Grass,0,3,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,No Grass,44,4,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,No Grass,16,9,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,No Grass,41,5,W,0.954436451
Agoseris heterophylla,37,2016,5/22/16,No Grass,31,8,W,0.954436451
Clarkia purpurea,37,2016,6/23/16,No Grass,26,5,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,No Grass,44,8,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,No Grass,42,9,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,No Grass,11,6,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,No Grass,32,7,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,No Grass,12,4,W,0.966666667
Clarkia purpurea,37,2016,6/23/16,No Grass,33,10,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,No Grass,2,1,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,No Grass,12,2,W,0.966666667
Clarkia purpurea,37,2016,6/9/16,No Grass,2,3,W,0.966666667
Hemizonia congesta,37,2016,9/2/16,No Grass,5,5,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,No Grass,5,4,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,No Grass,4,2,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,No Grass,5,3,W,0.71728972
Hemizonia congesta,37,2016,9/2/16,No Grass,4,1,W,0.71728972
Clarkia purpurea,49,2016,6/23/16,Grass,13,2,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,Grass,23,4,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,Grass,8,5,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,Grass,22,1,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,Grass,23,3,W,0.966666667
Hemizonia congesta,49,2016,9/2/16,Grass,4,1,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,Grass,5,2,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,Grass,5,3,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,Grass,5,4,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,Grass,5,5,W,0.71728972
Lasthenia californica,49,2016,5/9/16,Grass,22,1,W,0.545238095
Lasthenia californica,49,2016,5/22/16,Grass,6,3,W,0.545238095
Lasthenia californica,49,2016,5/22/16,Grass,1,2,W,0.545238095
Lasthenia californica,49,2016,5/22/16,Grass,7,4,W,0.545238095
Lasthenia californica,49,2016,5/22/16,Grass,21,5,W,0.545238095
Lasthenia californica,49,2016,5/22/16,Grass,26,6,W,0.545238095
Plantago erecta,49,2016,5/22/16,Grass,2,7,W,0.849557522
Plantago erecta,49,2016,5/22/16,Grass,2,8,W,0.849557522
Plantago erecta,49,2016,5/22/16,Grass,2,9,W,0.849557522
Plantago erecta,49,2016,5/22/16,Grass,2,6,W,0.849557522
Plantago erecta,49,2016,5/9/16,Grass,2,2,W,0.849557522
Plantago erecta,49,2016,5/9/16,Grass,2,3,W,0.849557522
Plantago erecta,49,2016,5/9/16,Grass,2,4,W,0.849557522
Plantago erecta,49,2016,5/22/16,Grass,2,5,W,0.849557522
Plantago erecta,49,2016,5/9/16,Grass,2,1,W,0.849557522
Agoseris heterophylla,49,2016,5/22/16,No Grass,34,4,W,0.954436451
Agoseris heterophylla,49,2016,5/9/16,No Grass,63,1,W,0.954436451
Agoseris heterophylla,49,2016,5/9/16,No Grass,41,2,W,0.954436451
Agoseris heterophylla,49,2016,5/22/16,No Grass,27,3,W,0.954436451
Agoseris heterophylla,49,2016,5/22/16,No Grass,34,5,W,0.954436451
Agoseris heterophylla,49,2016,5/22/16,No Grass,41,6,W,0.954436451
Clarkia purpurea,49,2016,6/9/16,No Grass,3,1,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,15,2,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,36,24,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,7,5,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,4,9,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,7,11,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,6,4,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,6,6,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,14,8,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,3,7,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,6,10,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,4,3,W,0.966666667
Clarkia purpurea,49,2016,6/9/16,No Grass,6,12,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,50,23,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,31,25,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,9,22,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,12,19,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,35,21,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,38,13,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,41,20,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,25,14,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,35,18,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,20,16,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,53,17,W,0.966666667
Clarkia purpurea,49,2016,6/23/16,No Grass,40,15,W,0.966666667
Hemizonia congesta,49,2016,9/2/16,No Grass,5,3,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,No Grass,5,5,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,No Grass,5,4,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,No Grass,5,2,W,0.71728972
Hemizonia congesta,49,2016,9/2/16,No Grass,4,1,W,0.71728972
Lasthenia californica,49,2016,5/22/16,No Grass,46,9,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,35,8,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,36,7,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,28,6,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,33,3,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,33,5,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,20,2,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,36,4,W,0.545238095
Lasthenia californica,49,2016,5/22/16,No Grass,14,1,W,0.545238095
Plantago erecta,49,2016,5/22/16,No Grass,2,1,W,0.849557522
Plantago erecta,49,2016,5/22/16,No Grass,2,2,W,0.849557522
Plantago erecta,49,2016,5/22/16,No Grass,2,5,W,0.849557522
Plantago erecta,49,2016,5/22/16,No Grass,2,3,W,0.849557522
Plantago erecta,49,2016,5/22/16,No Grass,2,4,W,0.849557522
Agoseris heterophylla,50,2016,5/9/16,Grass,10,2,C,0.954436451
Agoseris heterophylla,50,2016,5/9/16,Grass,6,1,C,0.954436451
Clarkia purpurea,50,2016,6/23/16,Grass,4,10,C,0.966666667
Clarkia purpurea,50,2016,6/23/16,Grass,7,11,C,0.966666667
Clarkia purpurea,50,2016,6/23/16,Grass,1,9,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,3,8,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,3,7,C,0.966666667
Clarkia purpurea,50,2016,6/23/16,Grass,8,13,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,7,5,C,0.966666667
Clarkia purpurea,50,2016,6/23/16,Grass,6,12,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,2,6,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,2,2,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,3,4,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,3,3,C,0.966666667
Clarkia purpurea,50,2016,6/9/16,Grass,7,1,C,0.966666667
Hemizonia congesta,50,2016,9/2/16,Grass,4,4,C,0.71728972
Hemizonia congesta,50,2016,9/2/16,Grass,3,3,C,0.71728972
Hemizonia congesta,50,2016,9/2/16,Grass,4,5,C,0.71728972
Hemizonia congesta,50,2016,9/2/16,Grass,3,1,C,0.71728972
